1.6802e-05,0.0021213,3.3064e-05,7.5384e-10,1.0211e-17,0.0012684,0.052345,0.00084427,3.9526e-08,5.7132e-10,4.522e-05,0.00046721,1.9147e-05,0.00028338,5.8664e-06,1.1991e-05,0.0013889,0.00042133,0.00042447,0.0003694,0.00089888,0.0068406,0.00039977,0.00051657,4.4016e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.3562e-18,9.5699e-10,2.0023e-05,0.00087741,1.1655e-05,3.3224e-16,2.1678e-08,0.00059904,0.030961,0.00099976,1.4989e-17,1.3532e-10,7.3874e-06,0.0003753,8.0368e-06,6.0102e-23,1.5783e-14,3.2656e-10,5.4702e-10,3.1769e-10,2.4329e-30,2.2173e-23,2.9617e-18,2.9173e-16,2.5489e-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0223e-08,1.0259e-09,1.2396e-14,2.3576e-22,1.3828e-33,0.00092564,2.7707e-05,3.9541e-10,9.448e-18,1.796e-28,0.055238,0.0002362,6.2063e-09,1.6168e-16,1.7533e-27,0.00029663,3.4967e-05,3.9634e-10,3.5766e-19,8.9985e-29,1.4288e-08,6.7348e-11,4.3153e-15,2.0703e-22,1.0777e-33
4.1604e-10,6.0116e-05,0.0012586,3.6656e-05,5.0085e-10,2.9862e-08,0.0015775,0.034285,0.0012228,3.1448e-08,2.0208e-09,1.6711e-05,0.00057619,1.8762e-05,5.0212e-10,1.1989e-05,0.0013821,2.1327e-05,1.4236e-10,1.2485e-14,0.00089743,0.0064343,0.00037004,2.1637e-08,2.7046e-16
0.0037614,0.36877,0.0084631,7.9364e-05,1.725e-09,0.075571,0.82945,0.099021,0.004308,5.9174e-05,0.0041988,0.022797,0.054422,0.052024,0.0014566,1.6233e-05,0.0020404,0.0018865,0.00091161,4.0053e-05,0.0004429,0.0019747,0.00020453,4.4865e-08,8.202e-10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6596e-33,4.6531e-22,1.4175e-14,7.4653e-10,1.2476e-08,1.7506e-28,1.4022e-17,5.1554e-10,2.8378e-05,0.0013095,9.0767e-27,1.8134e-16,1.1333e-08,0.00062687,0.023332,8.866e-27,8.4193e-16,4.0401e-08,0.0016215,0.067412,2.555e-28,1.7107e-17,1.0398e-09,5.4159e-05,0.0016239
1.5506e-30,3.7943e-22,7.6108e-18,3.1496e-16,4.1231e-18,2.056e-22,1.3441e-14,3.6878e-10,1.8008e-08,6.1753e-10,1.4939e-17,1.2708e-10,7.3731e-06,0.00037167,7.5702e-06,9.1684e-17,2.2527e-08,0.00052724,0.0007045,0.00051254,5.3594e-18,5.2287e-11,7.872e-06,0.00071794,6.3981e-06
1.5148e-14,1.75e-09,3.6039e-08,5.294e-09,6.7909e-08,2.3096e-08,5.8597e-05,0.0015079,0.00021688,0.0080983,0.001583,0.0010011,0.034933,0.0089665,0.090401,0.01436,0.0013344,0.0069548,0.097082,0.009406,0.00079142,4.1877e-06,9.6576e-05,0.005481,0.00014295
3.2739e-26,6.7988e-15,2.0886e-07,0.010442,0.23849,1.5963e-27,1.2805e-16,4.9778e-09,0.00027866,0.011598,4.6795e-32,1.1994e-21,6.6219e-14,3.9005e-09,1.3975e-07,2.977e-40,4.6081e-29,1.7199e-21,3.182e-17,2.7489e-15,5.5832e-51,1.7333e-40,1.5015e-32,1.2373e-27,3.134e-26
5.3059e-27,1.4444e-15,4.2443e-08,0.0020325,0.041956,3.122e-28,2.7642e-17,9.5859e-10,5.4469e-05,0.0023488,9.6353e-33,1.9385e-22,1.1153e-14,6.2532e-10,2.3704e-08,4.1268e-41,9.2478e-30,3.2757e-22,1.8751e-18,5.1963e-16,1.0288e-51,1.597e-41,2.047e-33,2.3982e-28,5.1802e-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2684e-28,1.6789e-26,2.7137e-28,7.0888e-33,8.5934e-41,2.3034e-17,8.6629e-16,1.9585e-17,4.6815e-22,9.4966e-30,1.5406e-09,2.6383e-08,8.2094e-10,2.0523e-14,3.8e-22,4.0791e-05,0.0021182,5.0138e-05,7.2577e-10,1.7257e-17,0.0015679,0.040728,0.0014889,3.7245e-08,5.6939e-16
4.936e-52,1.3571e-40,4.0272e-33,1.9148e-28,4.1304e-27,7.697e-41,6.6114e-30,2.2598e-22,1.3153e-17,5.4846e-16,5.5584e-33,1.3728e-22,8.2068e-15,4.3735e-10,1.7977e-08,8.1564e-29,1.614e-17,5.7335e-10,4.1384e-06,0.00092833,4.9205e-27,8.5963e-17,9.8093e-09,0.0010686,0.029229
2.4084e-16,2.3768e-17,1.3363e-17,4.6696e-16,7.1653e-18,2.9811e-08,9.7276e-10,5.2151e-10,2.3736e-08,8.2087e-10,0.0016305,1.4798e-05,1.4094e-05,0.00062025,1.911e-05,0.020709,0.0014936,0.00081616,0.0041372,0.00091625,0.00096344,5.6952e-06,1.1023e-05,0.00099528,2.1505e-05
2.6745e-33,4.9745e-28,8.4194e-27,2.6625e-28,2.528e-33,4.2564e-22,2.1265e-17,4.7071e-16,1.7707e-17,5.2595e-22,4.0341e-14,2.6394e-10,1.1623e-08,4.8964e-10,8.0836e-15,3.2245e-10,6.1799e-05,0.0011408,1.4459e-06,6.8362e-10,2.5381e-08,0.00019088,0.022268,0.0016012,1.267e-08
2.1627e-16,2.9973e-15,4.6168e-17,1.064e-21,1.0758e-29,2.4892e-08,1.176e-07,2.132e-09,5.7114e-14,1.1573e-21,0.001736,0.0025467,6.3973e-05,1.7665e-09,3.2846e-17,0.015473,0.18747,0.0035242,2.7103e-08,1.2851e-15,0.00084472,0.0013615,5.5883e-05,2.2356e-09,3.3023e-17
3.8542e-18,5.9949e-16,7.1465e-18,1.7102e-22,1.2166e-30,4.7288e-10,2.146e-08,3.6511e-10,9.8214e-15,2.2106e-22,3.3574e-05,0.00017106,6.1138e-06,2.0938e-10,2.224e-18,0.0002425,0.030292,0.0005323,1.0051e-09,1.8535e-16,0.0015804,0.04079,0.001495,3.7567e-08,5.7162e-16
6.2844e-09,0.0014905,0.019823,0.0005958,4.964e-09,4.1356e-10,2.2467e-05,0.00051349,1.8722e-05,5.3035e-10,1.445e-14,8.0322e-11,3.0386e-09,1.6796e-10,2.1939e-15,3.573e-23,6.2802e-18,7.8523e-17,5.8933e-20,6.1224e-23,8.8983e-34,3.6311e-30,4.5247e-28,6.6788e-29,3.3483e-34
0.00079442,0.0033505,0.00010019,0.0016929,2.939e-05,0.056582,0.081135,0.0027959,0.057518,0.0018538,0.0031486,0.00056277,4.3605e-05,0.0011588,3.8012e-05,0.0067694,0.0006885,1.0399e-08,1.3999e-08,8.1937e-10,0.00043933,1.2161e-06,1.2368e-10,5.2605e-16,1.3994e-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5786e-28,1.5556e-26,2.377e-28,9.9442e-29,1.461e-27,2.011e-17,7.5594e-16,1.6001e-17,7.6757e-18,3.549e-16,1.3472e-09,2.0378e-08,5.6088e-10,1.728e-10,4.591e-09,3.3876e-05,0.0018247,4.0167e-05,2.7781e-07,0.00036761,0.0015401,0.024875,0.00090323,0.00051323,0.0056255
1.0166e-08,0.0015965,0.028499,0.00092311,9.7294e-09,3.9015e-08,0.0017471,0.0421,0.0013507,3.4397e-08,1.2588e-09,2.5736e-05,0.00071106,2.7766e-05,6.1062e-10,1.2707e-14,1.0992e-09,2.5538e-08,2.1277e-10,1.5466e-14,2.9294e-22,4.4556e-18,2.6115e-16,1.3344e-17,2.4005e-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00086522,0.086403,0.0028708,4.4305e-05,6.028e-10,0.0023343,0.0033943,0.041531,0.0013264,3.5182e-08,0.094675,0.0016631,0.00072697,0.00085944,1.7818e-05,0.0017529,6.0821e-05,0.0012554,0.0024623,0.0011972,3.9325e-08,1.1321e-09,1.8027e-05,0.0017134,1.8105e-05
1.8572e-27,5.9949e-16,1.4742e-08,0.00072306,0.010976,1.1264e-28,1.0506e-17,3.6508e-10,2.0117e-05,0.00092194,4.0587e-33,3.9198e-23,2.9184e-15,1.8584e-10,4.6217e-09,1.0642e-41,3.0444e-30,1.1108e-22,1.3291e-19,1.6808e-16,3.2363e-52,3.2483e-42,6.6761e-34,7.5472e-29,1.0693e-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.7218e-08,0.0054501,0.099512,0.0029395,3.2855e-08,0.00013163,0.0051016,0.0024823,7.8449e-05,2.054e-09,0.0069157,0.099616,0.0026572,6.84e-08,1.994e-14,0.0059894,0.0052671,9.4995e-05,1.1648e-09,3.5101e-17,0.00030279,8.2611e-07,1.6349e-09,5.1793e-14,6.8704e-22
6.6543e-23,1.6671e-17,2.2518e-16,6.7906e-18,5.2343e-23,9.7076e-15,5.2913e-10,1.2053e-08,4.1438e-10,1.1793e-14,6.5163e-10,3.6823e-06,0.0001481,7.7232e-06,1.198e-10,3.4097e-09,0.00058905,0.0084583,6.019e-06,5.8591e-09,1.8538e-10,7.3183e-07,0.00010207,1.3063e-05,7.5125e-11
3.8445e-52,1.1138e-40,3.3124e-33,1.6609e-28,2.5515e-27,5.9826e-41,5.0465e-30,1.6305e-22,1.0756e-17,5.0082e-16,5.4137e-33,8.851e-23,5.2217e-15,3.0758e-10,1.0991e-08,6.0124e-29,1.3816e-17,4.3206e-10,1.6565e-06,0.00074293,4.2901e-27,5.9427e-17,8.0528e-09,0.00097113,0.022867
0.00076676,6.4139e-05,8.3079e-10,1.5845e-17,3.8081e-28,0.056862,0.0016669,2.508e-08,1.3567e-15,2.6251e-17,0.089763,0.001228,3.0752e-08,4.0708e-08,1.0851e-09,0.0014581,5.9284e-05,5.0998e-05,0.001622,5.2273e-05,3.4346e-08,3.6528e-08,0.0017023,0.073359,0.0017263
2.0133e-22,2.7098e-17,5.4596e-16,1.6927e-17,2.2678e-22,2.3755e-14,1.0039e-09,2.4069e-08,8.1771e-10,2.0978e-14,1.2587e-09,2.5652e-05,0.00070862,2.6074e-05,6.0957e-10,2.0711e-08,0.0016712,0.041301,0.00030869,2.511e-08,7.7335e-10,1.0542e-05,0.00061725,3.4905e-05,6.4056e-10
6.6668e-15,1.0293e-09,2.0091e-08,6.1609e-10,5.9891e-15,5.7496e-10,2.9509e-05,0.00064437,2.4677e-05,7.4711e-10,3.456e-08,0.00026738,0.01146,0.00043201,7.6344e-09,1.8168e-10,3.5085e-05,0.00065158,1.0819e-06,4.1453e-10,8.7777e-15,6.7457e-11,7.4871e-09,5.4833e-10,4.9936e-15
5.2951e-33,4.7431e-28,9.6793e-27,3.2155e-28,5.3186e-33,5.4107e-22,2.4404e-17,6.988e-16,2.1241e-17,5.7748e-22,3.4334e-14,7.8335e-10,2.9401e-08,9.4045e-10,2.2204e-14,8.946e-10,5.9676e-05,0.0018065,3.9722e-05,1.0091e-09,3.6632e-08,0.001289,0.060178,0.0017074,3.326e-08
7.9701e-23,1.6809e-17,2.402e-16,7.7261e-18,6.6758e-23,1.0407e-14,5.6741e-10,1.2943e-08,4.4362e-10,1.2642e-14,7.4513e-10,4.7456e-06,0.00019333,8.4336e-06,1.2888e-10,4.4006e-09,0.00069522,0.017058,1.1964e-05,8.6261e-09,2.7073e-10,1.2909e-06,0.00020349,1.4521e-05,1.0868e-10
7.4651e-09,0.0014931,0.021108,0.00063345,4.972e-09,6.4265e-05,0.0024434,0.00060568,1.8807e-05,1.1525e-09,0.0026646,0.062229,0.0017406,0.00037413,8.0361e-06,4.9118e-05,0.0021714,0.00058268,0.0008438,0.00051674,1.1685e-09,3.5928e-08,7.9004e-06,0.00076699,6.8028e-06
6.2785e-10,7.5674e-08,1.2027e-09,2.9044e-14,2.1921e-22,5.5572e-05,0.0022597,3.8748e-05,1.1649e-09,2.7094e-17,0.0045217,0.024228,0.00074251,2.0482e-08,3.1926e-16,0.009385,0.0055007,7.3354e-05,4.0488e-10,2.7339e-17,0.002008,0.018377,0.00079267,2.9895e-08,4.6981e-16
3.4883e-14,4.5751e-09,3.5167e-05,0.0012236,1.9052e-05,8.5146e-09,0.00010807,0.0035981,0.040831,0.0013245,0.00036285,0.0065162,0.072062,0.0029866,1.9167e-05,0.0049274,0.37961,0.0098795,4.3927e-05,2.205e-09,0.00019584,0.0026573,0.00011952,6.3691e-09,3.206e-14
7.4651e-09,0.0014931,0.021108,0.00063345,4.972e-09,6.4265e-05,0.0024434,0.00060568,1.8807e-05,1.1525e-09,0.0026646,0.062229,0.0017406,0.00037413,8.0361e-06,4.9118e-05,0.0021714,0.00058268,0.0008438,0.00051674,1.1685e-09,3.5928e-08,7.9004e-06,0.00076699,6.8028e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.1301e-15,1.342e-09,2.7657e-08,1.3139e-09,8.0878e-09,8.3768e-10,4.4204e-05,0.00090509,5.7074e-05,0.00099323,3.6304e-08,0.00059702,0.020532,0.0010009,0.0096557,3.5486e-10,4.228e-05,0.00092876,4.3729e-06,0.00048133,1.3028e-14,1.4023e-10,8.707e-09,1.095e-09,4.997e-09
2.2719e-22,3.4365e-14,9.437e-10,3.4924e-08,6.038e-10,1.9946e-17,1.0727e-09,3.6835e-05,0.0014193,4.5582e-05,7.8744e-16,2.0141e-08,0.0007158,0.040196,0.0010017,9.9612e-18,1.0993e-09,3.2879e-05,0.00041791,3.2368e-05,3.1092e-22,5.7276e-15,4.8092e-10,2.7846e-08,6.8004e-10
1.2216e-22,2.4577e-14,6.0161e-10,2.4916e-08,3.0888e-10,1.0661e-17,7.4382e-10,1.9392e-05,0.00094209,3.4174e-05,6.1662e-16,7.4903e-09,0.00038843,0.017762,0.00044475,4.2224e-18,7.923e-10,1.9648e-05,5.2589e-05,2.0593e-05,1.948e-22,2.0025e-15,2.2483e-10,2.1218e-08,3.4747e-10
