-0.0016597,-0.0033231,0.0015448
-0.0010625,-0.00064339,0.00063349
0.0017172,-0.00042236,-0.00016428
-5.3419e-55,-5.0063e-56,2.4957e-55
-3.6129e-55,-3.3859e-56,1.6879e-55
0.00040012,-0.0017157,-0.0021057
-0.04602,-0.069122,0.016448
-3.1763e-55,-2.9767e-56,1.4839e-55
-0.0025468,-0.0021719,0.0027596
-2.3169e-05,-3.5647e-05,2.1454e-05
-0.0060636,-0.0054709,0.0014492
0.049847,-0.021738,-0.0033888
0.012291,-0.0063679,-0.0012854
-0.0008448,-0.001315,-0.0024798
-0.00057098,-0.00018244,-0.0029852
-0.0017606,-0.0018388,0.0021224
-0.00013224,-0.00043708,-0.0010818
0.00072299,0.00037783,-0.0052535
6.5304e-05,-0.0010907,-0.0091836
-0.0012838,3.7689e-05,-0.0077546
0.00070452,-0.0033081,0.00094556
-0.0027179,-0.0021829,-0.0035569
-2.1702e-55,-2.0339e-56,1.0139e-55
-0.0013725,-0.0004134,-0.0022092
0.00051362,-0.001903,0.0013698
-0.0012819,-0.0012263,-0.0015896
-0.010273,-0.012752,0.0095099
-4.6362e-55,-4.3449e-56,2.166e-55
4.2291e-05,-0.0025488,-0.0013775
-0.0016563,-0.011412,-0.00234
-7.8474e-55,-7.3543e-56,3.6662e-55
-0.00017179,-0.0019167,0.0017978
-0.0043291,-0.0083815,-0.0013068
-8.5392e-55,-8.0026e-56,3.9895e-55
-0.00095355,-0.0013671,0.0014301
-0.00039611,-0.00014634,-0.0035635
-0.0014805,-0.0013892,0.00137
-0.00043991,-0.0040133,-0.0013609
-0.0043414,-0.0029851,-0.006419
-0.0019904,-0.0030101,-0.01839
-0.00043991,-0.0040133,-0.0013609
3.8642e-55,3.6214e-56,-1.8053e-55
-0.00021991,-7.2512e-05,0.00015186
-0.00052366,-0.00029782,0.0004486
-0.0012599,-0.0014869,0.001669
0.00080106,-0.00092947,-0.0027789
-0.00024279,5.1714e-05,-0.0028707
-0.0017367,-0.0014785,-0.0039049
-0.00045786,1.7737e-06,-0.0022922
-0.00019936,-0.0031008,0.0028316
0.0023954,-0.00079378,9.1945e-05
-7.1878e-05,7.806e-06,-0.0033103
0.00056612,-0.0001649,-0.013988
-0.0001215,7.2552e-06,-0.002017
0.0011623,0.001813,-0.032742
-0.00041507,7.3119e-05,-0.0022507
